trail_id,trail_name,park_name,location,difficulty,distance_km,estimated_time_hours,elevation_gain_m,rating,scenery_types,facilities,trail_type,description,alltrails_url
BC_076,Wedgemount Lake,Garibaldi Provincial Park,"Whistler, BC",Hard,14.0,8.0,1200,4.5,"Lake, Glaciers, Alpine","Parking",Out & Back,"A challenging hike to alpine Wedgemount Lake with glacier views and spectacular mountain scenery.",https://www.alltrails.com/trail/canada/british-columbia/wedgemount-lake
BC_077,Elfin Lakes,Garibaldi Provincial Park,"Squamish, BC",Moderate,22.0,8.0,600,4.6,"Lakes, Alpine, Hut","Restrooms, Parking",Out & Back,"A moderate to challenging hike to Elfin Lakes with alpine terrain and backcountry hut accommodation.",https://www.alltrails.com/trail/canada/british-columbia/elfin-lakes
BC_078,Columnar Peak,Garibaldi Provincial Park,"Squamish, BC",Hard,26.0,12.0,1400,4.4,"Mountain views, Alpine","Restrooms, Parking",Out & Back,"A challenging hike to Columnar Peak with alpine terrain and panoramic mountain views.",https://www.alltrails.com/trail/canada/british-columbia/columnar-peak
BC_079,Opal Cone,Garibaldi Provincial Park,"Squamish, BC",Hard,24.0,10.0,1200,4.3,"Alpine, Volcanic","Restrooms, Parking",Out & Back,"A challenging hike to Opal Cone with alpine terrain and volcanic landscape features.",https://www.alltrails.com/trail/canada/british-columbia/opal-cone
BC_080,Mamquam Lake,Garibaldi Provincial Park,"Squamish, BC",Hard,16.0,8.0,800,4.4,"Lake, Alpine","Parking",Out & Back,"A challenging hike to remote Mamquam Lake with alpine setting and mountain views.",https://www.alltrails.com/trail/canada/british-columbia/mamquam-lake
BC_081,Squamish Estuary,Squamish Estuary,"Squamish, BC",Easy,3.5,1.2,10,4.1,"Estuary, Wildlife","Parking",Loop,"A flat loop trail through Squamish Estuary with wildlife viewing and mountain views.",https://www.alltrails.com/trail/canada/british-columbia/squamish-estuary
BC_082,Alice Lake,Alice Lake Provincial Park,"Squamish, BC",Easy,6.0,2.0,50,4.4,"Lake, Forest","Restrooms, Parking, Camping",Loop,"A loop connecting four lakes in Alice Lake Provincial Park with forest trails and lake views.",https://www.alltrails.com/trail/canada/british-columbia/alice-lake
BC_083,Stump Lake,Alice Lake Provincial Park,"Squamish, BC",Easy,1.8,0.8,30,4.2,"Lake, Forest","Restrooms, Parking, Camping",Loop,"A short loop around Stump Lake with forest views and peaceful lake setting.",https://www.alltrails.com/trail/canada/british-columbia/stump-lake
BC_084,Fawn Lake,Alice Lake Provincial Park,"Squamish, BC",Easy,2.4,1.0,40,4.3,"Lake, Forest","Restrooms, Parking, Camping",Out & Back,"A short hike to Fawn Lake with forest trail and mountain lake views.",https://www.alltrails.com/trail/canada/british-columbia/fawn-lake
BC_085,Edith Lake,Alice Lake Provincial Park,"Squamish, BC",Easy,1.5,0.6,20,4.1,"Lake, Forest","Restrooms, Parking, Camping",Out & Back,"A short hike to Edith Lake with forest views and peaceful lake setting.",https://www.alltrails.com/trail/canada/british-columbia/edith-lake
BC_086,The Chief,Stawamus Chief Provincial Park,"Squamish, BC",Hard,5.0,4.0,540,4.7,"Mountain views, Rock","Restrooms, Parking",Out & Back,"A challenging hike up granite cliffs to spectacular summit views of Howe Sound and surrounding mountains.",https://www.alltrails.com/trail/canada/british-columbia/the-chief
BC_087,Second Peak,Stawamus Chief Provincial Park,"Squamish, BC",Hard,6.0,4.5,600,4.6,"Mountain views, Rock","Restrooms, Parking",Out & Back,"A challenging extension to the Second Peak of Stawamus Chief with additional elevation and views.",https://www.alltrails.com/trail/canada/british-columbia/second-peak
BC_088,Third Peak,Stawamus Chief Provincial Park,"Squamish, BC",Hard,7.0,5.0,650,4.5,"Mountain views, Rock","Restrooms, Parking",Out & Back,"A challenging hike to the Third Peak of Stawamus Chief with the most elevation gain and panoramic views.",https://www.alltrails.com/trail/canada/british-columbia/third-peak
BC_089,Sea to Sky Trail,Sea to Sky Trail,"Squamish, BC",Easy,180.0,60.0,2000,4.5,"Ocean, Mountains, Forest","Restrooms, Parking",Point-to-Point,"An extensive multi-day trail from ocean to alpine terrain with diverse scenery and multiple access points.",https://www.alltrails.com/trail/canada/british-columbia/sea-to-sky-trail
BC_090,Shannon Falls,Shannon Falls Provincial Park,"Squamish, BC",Easy,0.5,0.2,30,4.5,"Waterfall, Forest","Restrooms, Parking",Out & Back,"A very short walk to impressive Shannon Falls, one of BC's highest waterfalls.",https://www.alltrails.com/trail/canada/british-columbia/shannon-falls
BC_091,Murrin Provincial Park,Murrin Provincial Park,"Squamish, BC",Easy,2.0,0.8,100,4.2,"Lake, Rock, Views","Restrooms, Parking",Loop,"A short loop around Browning Lake with rock climbing areas and views of Howe Sound.",https://www.alltrails.com/trail/canada/british-columbia/murrin-provincial-park
BC_092,Porteau Cove,Porteau Cove Provincial Park,"Squamish, BC",Easy,1.5,0.5,20,4.1,"Ocean, Diving","Restrooms, Parking, Camping",Out & Back,"A short waterfront walk with ocean views and popular scuba diving site.",https://www.alltrails.com/trail/canada/british-columbia/porteau-cove
BC_093,Britannia Beach,Britannia Beach,"Squamish, BC",Easy,2.0,0.8,30,4.0,"Beach, Mining history","Restrooms, Parking",Out & Back,"A short walk around Britannia Beach with mining history and ocean views.",https://www.alltrails.com/trail/canada/british-columbia/britannia-beach
BC_094,Furry Creek,Furry Creek,"Squamish, BC",Easy,1.8,0.7,50,3.9,"Creek, Forest","Parking",Out & Back,"A short walk along Furry Creek with forest views and creek access.",https://www.alltrails.com/trail/canada/british-columbia/furry-creek
BC_095,Lions Bay,Lions Bay,"West Vancouver, BC",Easy,2.5,1.0,80,4.0,"Ocean, Village","Parking",Out & Back,"A short walk through Lions Bay village with ocean views and mountain backdrop.",https://www.alltrails.com/trail/canada/british-columbia/lions-bay
BC_096,Brunswick Mountain,Lions Bay,"West Vancouver, BC",Hard,16.0,8.0,1400,4.3,"Mountain views, Alpine","Parking",Out & Back,"A challenging hike to Brunswick Mountain with alpine terrain and panoramic views.",https://www.alltrails.com/trail/canada/british-columbia/brunswick-mountain
BC_097,The Lions,Lions Bay,"West Vancouver, BC",Hard,20.0,10.0,1600,4.6,"Mountain views, Alpine","Parking",Out & Back,"An extremely challenging hike to the iconic Lions peaks with technical terrain and spectacular views.",https://www.alltrails.com/trail/canada/british-columbia/the-lions
BC_098,Binkert Trail,Lions Bay,"West Vancouver, BC",Moderate,8.0,4.0,800,4.2,"Mountain views, Forest","Parking",Out & Back,"A moderate hike with forest views and mountain perspectives above Lions Bay.",https://www.alltrails.com/trail/canada/british-columbia/binkert-trail
BC_099,Harvey Creek,Lions Bay,"West Vancouver, BC",Easy,3.0,1.2,100,4.1,"Creek, Forest","Parking",Out & Back,"A short hike along Harvey Creek with forest views and creek access.",https://www.alltrails.com/trail/canada/british-columbia/harvey-creek
BC_100,Whyte Lake,West Vancouver,"West Vancouver, BC",Easy,5.0,2.0,200,4.3,"Lake, Forest","Parking",Out & Back,"A moderate hike to Whyte Lake with forest trail and peaceful mountain lake setting.",https://www.alltrails.com/trail/canada/british-columbia/whyte-lake
BC_101,Hollyburn Mountain,Cypress Provincial Park,"West Vancouver, BC",Moderate,7.0,3.0,450,4.4,"Mountain views, Alpine","Restrooms, Parking",Out & Back,"A moderate hike to Hollyburn Mountain with alpine terrain and views of Vancouver and surrounding mountains.",https://www.alltrails.com/trail/canada/british-columbia/hollyburn-mountain
BC_102,Black Mountain,Cypress Provincial Park,"West Vancouver, BC",Hard,12.0,6.0,800,4.3,"Mountain views, Alpine","Restrooms, Parking",Out & Back,"A challenging hike to Black Mountain with alpine terrain and panoramic views.",https://www.alltrails.com/trail/canada/british-columbia/black-mountain
BC_103,Strachan Meadows,Cypress Provincial Park,"West Vancouver, BC",Easy,4.0,1.5,150,4.2,"Meadows, Forest","Restrooms, Parking",Out & Back,"An easy hike to Strachan Meadows with forest views and alpine meadow setting.",https://www.alltrails.com/trail/canada/british-columbia/strachan-meadows
BC_104,Yew Lake,Cypress Provincial Park,"West Vancouver, BC",Easy,2.0,0.8,50,4.1,"Lake, Forest","Restrooms, Parking",Loop,"A short loop around Yew Lake with forest views and peaceful lake setting.",https://www.alltrails.com/trail/canada/british-columbia/yew-lake
BC_105,Cypress Falls,Cypress Falls Park,"West Vancouver, BC",Easy,3.0,1.2,100,4.2,"Waterfall, Forest","Restrooms, Parking",Out & Back,"A short hike to Cypress Falls with forest views and waterfall destination.",https://www.alltrails.com/trail/canada/british-columbia/cypress-falls
BC_106,Brothers Creek,Cypress Creek,"West Vancouver, BC",Easy,2.5,1.0,80,4.0,"Creek, Forest","Parking",Out & Back,"A short walk along Brothers Creek with forest views and creek access.",https://www.alltrails.com/trail/canada/british-columbia/brothers-creek
BC_107,Lighthouse Park,Lighthouse Park,"West Vancouver, BC",Easy,6.0,2.0,100,4.5,"Ocean, Lighthouse, Forest","Restrooms, Parking",Loop,"A network of trails through old-growth forest to lighthouse and ocean viewpoints.",https://www.alltrails.com/trail/canada/british-columbia/lighthouse-park
BC_108,Point Atkinson,Lighthouse Park,"West Vancouver, BC",Easy,2.0,0.8,50,4.4,"Ocean, Lighthouse","Restrooms, Parking",Out & Back,"A short walk to Point Atkinson lighthouse with ocean views and historic lighthouse.",https://www.alltrails.com/trail/canada/british-columbia/point-atkinson
BC_109,Eagle Bluffs,Lighthouse Park,"West Vancouver, BC",Easy,1.5,0.6,80,4.3,"Ocean, Cliffs","Restrooms, Parking",Out & Back,"A short hike to Eagle Bluffs with ocean views and cliff-top perspectives.",https://www.alltrails.com/trail/canada/british-columbia/eagle-bluffs
BC_110,Juniper Point,Lighthouse Park,"West Vancouver, BC",Easy,1.0,0.4,30,4.2,"Ocean, Forest","Restrooms, Parking",Out & Back,"A short walk to Juniper Point with ocean views through old-growth forest.",https://www.alltrails.com/trail/canada/british-columbia/juniper-point
BC_111,Ambleside Beach,Ambleside Beach,"West Vancouver, BC",Easy,2.0,0.7,5,4.0,"Beach, Ocean","Restrooms, Parking",Out & Back,"A flat beach walk along Ambleside Beach with ocean views and mountain backdrop.",https://www.alltrails.com/trail/canada/british-columbia/ambleside-beach
BC_112,Dundarave Beach,Dundarave Beach,"West Vancouver, BC",Easy,1.5,0.5,5,3.9,"Beach, Ocean","Restrooms, Parking",Out & Back,"A short beach walk along Dundarave Beach with ocean views and pier access.",https://www.alltrails.com/trail/canada/british-columbia/dundarave-beach
BC_113,Capilano Pacific Trail,Capilano Pacific Trail,"West Vancouver, BC",Easy,3.5,1.2,50,4.1,"Forest, Creek","Parking",Out & Back,"A forest trail along Capilano Pacific with creek views and peaceful forest setting.",https://www.alltrails.com/trail/canada/british-columbia/capilano-pacific-trail
BC_114,Mackay Creek,Mackay Creek,"West Vancouver, BC",Easy,2.0,0.8,40,4.0,"Creek, Forest","Parking",Out & Back,"A short walk along Mackay Creek with forest views and creek access.",https://www.alltrails.com/trail/canada/british-columbia/mackay-creek
BC_115,Centennial Seawall,Centennial Seawall,"West Vancouver, BC",Easy,4.0,1.5,10,4.1,"Ocean, Seawall","Restrooms, Parking",Out & Back,"A paved seawall walk with ocean views and mountain backdrop.",https://www.alltrails.com/trail/canada/british-columbia/centennial-seawall
BC_116,English Bay Beach,English Bay Beach,"Vancouver, BC",Easy,2.5,1.0,5,4.2,"Beach, Ocean","Restrooms, Parking",Out & Back,"A popular beach walk along English Bay with ocean views and city skyline.",https://www.alltrails.com/trail/canada/british-columbia/english-bay-beach
BC_117,Kitsilano Beach,Kitsilano Beach,"Vancouver, BC",Easy,1.8,0.6,5,4.1,"Beach, Ocean","Restrooms, Parking",Out & Back,"A beach walk along Kitsilano Beach with ocean views and mountain backdrop.",https://www.alltrails.com/trail/canada/british-columbia/kitsilano-beach
BC_118,Vanier Park,Vanier Park,"Vancouver, BC",Easy,2.0,0.8,15,4.0,"Park, Museums","Restrooms, Parking",Loop,"A loop through Vanier Park with museum access and False Creek views.",https://www.alltrails.com/trail/canada/british-columbia/vanier-park
BC_119,False Creek Seawall,False Creek,"Vancouver, BC",Easy,6.0,2.0,10,4.3,"Urban, Water","Restrooms, Parking",Out & Back,"A paved seawall walk around False Creek with urban views and water access.",https://www.alltrails.com/trail/canada/british-columbia/false-creek-seawall
BC_120,Science World to Olympic Village,Science World,"Vancouver, BC",Easy,2.5,1.0,5,4.1,"Urban, Water","Restrooms, Parking",Out & Back,"A short urban walk from Science World to Olympic Village along False Creek.",https://www.alltrails.com/trail/canada/british-columbia/science-world-to-olympic-village
BC_121,Granville Island,Granville Island,"Vancouver, BC",Easy,2.0,0.8,5,4.2,"Urban, Market","Restrooms, Parking",Loop,"A loop around Granville Island with market access and urban waterfront views.",https://www.alltrails.com/trail/canada/british-columbia/granville-island
BC_122,Creekside Park,Creekside Park,"Vancouver, BC",Easy,1.5,0.5,5,3.9,"Park, Urban","Restrooms, Parking",Loop,"A short loop through Creekside Park with urban views and park facilities.",https://www.alltrails.com/trail/canada/british-columbia/creekside-park
BC_123,Hinge Park,Hinge Park,"Vancouver, BC",Easy,1.0,0.3,5,3.8,"Park, Urban","Restrooms, Parking",Loop,"A small park loop with urban views and modern park design.",https://www.alltrails.com/trail/canada/british-columbia/hinge-park
BC_124,David Lam Park,David Lam Park,"Vancouver, BC",Easy,1.2,0.4,5,3.9,"Park, Urban","Restrooms, Parking",Loop,"A short loop through David Lam Park with urban views and park facilities.",https://www.alltrails.com/trail/canada/british-columbia/david-lam-park
BC_125,Charleson Park,Charleson Park,"Vancouver, BC",Easy,1.5,0.5,5,4.0,"Park, Urban","Restrooms, Parking",Loop,"A loop through Charleson Park with urban views and park amenities.",https://www.alltrails.com/trail/canada/british-columbia/charleson-park
BC_126,Ron Basford Park,Ron Basford Park,"Vancouver, BC",Easy,1.0,0.3,5,3.8,"Park, Urban","Restrooms, Parking",Loop,"A small park loop with urban views and waterfront access.",https://www.alltrails.com/trail/canada/british-columbia/ron-basford-park
BC_127,George Wainborn Park,George Wainborn Park,"Vancouver, BC",Easy,0.8,0.3,5,3.7,"Park, Urban","Restrooms, Parking",Loop,"A small urban park loop with city views and park facilities.",https://www.alltrails.com/trail/canada/british-columbia/george-wainborn-park
BC_128,Coopers' Park,Coopers' Park,"Vancouver, BC",Easy,0.5,0.2,5,3.6,"Park, Urban","Restrooms, Parking",Loop,"A very small park loop with urban views and waterfront access.",https://www.alltrails.com/trail/canada/british-columbia/coopers-park
BC_129,Sutcliffe Park,Sutcliffe Park,"Vancouver, BC",Easy,1.0,0.3,5,3.8,"Park, Urban","Restrooms, Parking",Loop,"A small park loop with urban views and park amenities.",https://www.alltrails.com/trail/canada/british-columbia/sutcliffe-park
BC_130,Connaught Park,Connaught Park,"Vancouver, BC",Easy,1.2,0.4,5,3.9,"Park, Urban","Restrooms, Parking",Loop,"A loop through Connaught Park with urban views and park facilities.",https://www.alltrails.com/trail/canada/british-columbia/connaught-park
BC_131,Thornton Park,Thornton Park,"Vancouver, BC",Easy,1.0,0.3,5,3.8,"Park, Urban","Restrooms, Parking",Loop,"A small park loop with urban views and park amenities.",https://www.alltrails.com/trail/canada/british-columbia/thornton-park
BC_132,Strathcona Park,Strathcona Park,"Vancouver, BC",Easy,1.5,0.5,5,3.9,"Park, Urban","Restrooms, Parking",Loop,"A loop through Strathcona Park with urban views and park facilities.",https://www.alltrails.com/trail/canada/british-columbia/strathcona-park
BC_133,Crab Park,Crab Park,"Vancouver, BC",Easy,1.0,0.3,5,3.8,"Park, Ocean","Restrooms, Parking",Loop,"A small waterfront park loop with ocean views and city skyline.",https://www.alltrails.com/trail/canada/british-columbia/crab-park
BC_134,CRAB Park at Portside,CRAB Park,"Vancouver, BC",Easy,0.8,0.3,5,3.7,"Park, Ocean","Restrooms, Parking",Loop,"A small waterfront park with ocean views and port activity.",https://www.alltrails.com/trail/canada/british-columbia/crab-park-at-portside
BC_135,Gastown Steam Clock,Gastown,"Vancouver, BC",Easy,1.0,0.3,5,3.9,"Urban, Historic","Restrooms, Parking",Out & Back,"A short urban walk to the famous Gastown Steam Clock with historic city views.",https://www.alltrails.com/trail/canada/british-columbia/gastown-steam-clock
BC_136,Robson Street,Robson Street,"Vancouver, BC",Easy,2.0,0.8,10,4.0,"Urban, Shopping","Restrooms, Parking",Out & Back,"A urban walk along Robson Street with shopping and city views.",https://www.alltrails.com/trail/canada/british-columbia/robson-street
BC_137,Yaletown,Yaletown,"Vancouver, BC",Easy,1.5,0.5,5,4.0,"Urban, Historic","Restrooms, Parking",Loop,"A loop through historic Yaletown with urban views and heritage buildings.",https://www.alltrails.com/trail/canada/british-columbia/yaletown
BC_138,Chinatown,Chinatown,"Vancouver, BC",Easy,1.0,0.4,5,3.9,"Urban, Cultural","Restrooms, Parking",Loop,"A cultural walk through Vancouver's Chinatown with historic and cultural sites.",https://www.alltrails.com/trail/canada/british-columbia/chinatown
BC_139,Dr. Sun Yat-Sen Classical Chinese Garden,Dr. Sun Yat-Sen Garden,"Vancouver, BC",Easy,0.5,0.3,5,4.1,"Gardens, Cultural","Restrooms, Parking",Loop,"A peaceful walk through the classical Chinese garden with traditional architecture and landscaping.",https://www.alltrails.com/trail/canada/british-columbia/dr-sun-yat-sen-classical-chinese-garden
BC_140,Bloedel Conservatory,Queen Elizabeth Park,"Vancouver, BC",Easy,0.5,0.3,20,4.2,"Gardens, Conservatory","Restrooms, Parking, Cafe",Loop,"A short walk through the Bloedel Conservatory with tropical plants and city views.",https://www.alltrails.com/trail/canada/british-columbia/bloedel-conservatory
BC_141,Seasons in the Park,Queen Elizabeth Park,"Vancouver, BC",Easy,0.3,0.2,5,3.8,"Restaurant, Views","Restrooms, Parking, Cafe",Out & Back,"A very short walk to Seasons in the Park restaurant with city views.",https://www.alltrails.com/trail/canada/british-columbia/seasons-in-the-park
BC_142,Quarry Gardens,Queen Elizabeth Park,"Vancouver, BC",Easy,1.0,0.3,20,4.1,"Gardens, Quarry","Restrooms, Parking",Loop,"A short loop through the quarry gardens with unique landscaping and city views.",https://www.alltrails.com/trail/canada/british-columbia/quarry-gardens
BC_143,Arbutus Greenway,Arbutus Greenway,"Vancouver, BC",Easy,9.0,3.0,30,4.2,"Urban, Greenway","Parking",Point-to-Point,"A long urban greenway trail from downtown to the Fraser River with multiple access points.",https://www.alltrails.com/trail/canada/british-columbia/arbutus-greenway
BC_144,Fraser River Heritage Park,Fraser River Heritage Park,"Mission, BC",Easy,3.0,1.2,20,4.1,"River, Heritage","Restrooms, Parking",Loop,"A loop through heritage park with Fraser River views and historic buildings.",https://www.alltrails.com/trail/canada/british-columbia/fraser-river-heritage-park
BC_145,Hayward Lake,Hayward Lake,"Mission, BC",Easy,5.0,2.0,50,4.2,"Lake, Forest","Restrooms, Parking",Loop,"A loop around Hayward Lake with forest views and peaceful lake setting.",https://www.alltrails.com/trail/canada/british-columbia/hayward-lake
BC_146,Cascade Falls,Mission,"Mission, BC",Easy,1.5,0.8,100,4.3,"Waterfall, Forest","Restrooms, Parking",Out & Back,"A short hike to Cascade Falls with forest views and waterfall destination.",https://www.alltrails.com/trail/canada/british-columbia/cascade-falls
BC_147,Rolley Lake,Rolley Lake Provincial Park,"Mission, BC",Easy,3.0,1.2,30,4.1,"Lake, Forest","Restrooms, Parking, Camping",Loop,"A loop around Rolley Lake with forest views and camping facilities.",https://www.alltrails.com/trail/canada/british-columbia/rolley-lake
BC_148,Stave Lake,Stave Lake,"Mission, BC",Easy,4.0,1.5,40,4.0,"Lake, Forest","Parking",Out & Back,"A walk along Stave Lake with forest views and lake access.",https://www.alltrails.com/trail/canada/british-columbia/stave-lake
BC_149,Sasquatch Provincial Park,Sasquatch Provincial Park,"Harrison Hot Springs, BC",Easy,8.0,3.0,100,4.3,"Lake, Forest","Restrooms, Parking, Camping",Loop,"A loop through Sasquatch Provincial Park with multiple lakes and forest views.",https://www.alltrails.com/trail/canada/british-columbia/sasquatch-provincial-park
BC_150,Harrison Hot Springs,Harrison Hot Springs,"Harrison Hot Springs, BC",Easy,2.0,0.8,10,4.2,"Hot springs, Lake","Restrooms, Parking, Hot springs",Out & Back,"A short walk around Harrison Hot Springs with lake views and hot spring access.",https://www.alltrails.com/trail/canada/british-columbia/harrison-hot-springs
BC_151,Weaver Lake,Weaver Lake,"Harrison Mills, BC",Easy,6.0,2.5,80,4.1,"Lake, Forest","Parking",Out & Back,"A moderate hike to Weaver Lake with forest views and peaceful lake setting.",https://www.alltrails.com/trail/canada/british-columbia/weaver-lake
BC_152,Kilby Historic Site,Kilby Historic Site,"Harrison Mills, BC",Easy,1.5,0.6,10,3.9,"Historic, Farm","Restrooms, Parking",Loop,"A short walk through historic Kilby site with heritage buildings and farm setting.",https://www.alltrails.com/trail/canada/british-columbia/kilby-historic-site
BC_153,Sandpiper Golf Course,Sandpiper Golf Course,"Harrison Mills, BC",Easy,5.0,2.0,20,3.8,"Golf, River","Restrooms, Parking",Loop,"A walk around Sandpiper Golf Course with river views and golf course setting.",https://www.alltrails.com/trail/canada/british-columbia/sandpiper-golf-course
BC_154,Bear Mountain,Bear Mountain,"Mission, BC",Hard,12.0,6.0,1200,4.4,"Mountain views, Forest","Parking",Out & Back,"A challenging hike to Bear Mountain with forest views and mountain summit.",https://www.alltrails.com/trail/canada/british-columbia/bear-mountain
BC_155,Sumas Mountain,Sumas Mountain,"Abbotsford, BC",Moderate,8.0,4.0,600,4.2,"Mountain views, Forest","Parking",Out & Back,"A moderate hike to Sumas Mountain with forest views and mountain summit perspectives.",https://www.alltrails.com/trail/canada/british-columbia/sumas-mountain
WA_001,Mount Pilchuck,Mount Pilchuck State Park,"Granite Falls, WA",Moderate,5.4,3.5,650,4.6,"Mountain views, Fire tower","Restrooms, Parking",Out & Back,"A moderate hike to Mount Pilchuck with a historic fire tower and panoramic Cascade views.",https://www.alltrails.com/trail/us/washington/mount-pilchuck-trail
WA_002,Rattlesnake Ledge,Rattlesnake Lake,"North Bend, WA",Moderate,4.0,2.5,350,4.4,"Lake views, Forest","Restrooms, Parking",Out & Back,"A popular moderate hike to Rattlesnake Ledge with stunning views of Rattlesnake Lake and Mount Si.",https://www.alltrails.com/trail/us/washington/rattlesnake-ledge-trail
WA_003,Mount Si,Mount Si Natural Resources Conservation Area,"North Bend, WA",Hard,12.6,6.0,1000,4.5,"Mountain views, Forest","Restrooms, Parking",Out & Back,"A challenging hike to Mount Si with forest trails and spectacular summit views of the Snoqualmie Valley.",https://www.alltrails.com/trail/us/washington/mount-si-trail
WA_004,Little Si,Little Si Natural Resources Conservation Area,"North Bend, WA",Moderate,4.7,2.5,400,4.3,"Mountain views, Forest","Restrooms, Parking",Out & Back,"A moderate alternative to Mount Si with forest views and mountain perspectives.",https://www.alltrails.com/trail/us/washington/little-si-trail
WA_005,Snoqualmie Falls,Snoqualmie Falls Park,"Snoqualmie, WA",Easy,1.5,0.5,50,4.5,"Waterfall, River","Restrooms, Parking",Out & Back,"A short walk to the spectacular 268-foot Snoqualmie Falls with viewing platforms and visitor center.",https://www.alltrails.com/trail/us/washington/snoqualmie-falls-trail
