trail_id,trail_name,park_name,location,difficulty,distance_km,estimated_time_hours,elevation_gain_m,rating,scenery_types,facilities,trail_type,description,alltrails_url
WA_006,Twin Falls,Olallie State Park,"North Bend, WA",Easy,2.6,1.5,300,4.4,"Waterfall, River","Restrooms, Parking",Out & Back,"An easy hike to Twin Falls with forest trail and beautiful waterfall views.",https://www.alltrails.com/trail/us/washington/twin-falls-trail
WA_007,Franklin Falls,Snoqualmie Pass,"Snoqualmie Pass, WA",Easy,2.0,1.0,200,4.3,"Waterfall, Forest","Restrooms, Parking",Out & Back,"A short hike to Franklin Falls with forest views and waterfall destination.",https://www.alltrails.com/trail/us/washington/franklin-falls-trail
WA_008,Denny Creek and Melakwa Lake,Denny Creek,"Snoqualmie Pass, WA",Moderate,9.0,4.5,700,4.5,"Lake, Creek, Forest","Restrooms, Parking",Out & Back,"A moderate hike through Denny Creek to alpine Melakwa Lake with forest and lake views.",https://www.alltrails.com/trail/us/washington/denny-creek-and-melakwa-lake-trail
WA_009,Snow Lake,Alpine Lakes Wilderness,"Snoqualmie Pass, WA",Moderate,7.2,4.0,700,4.6,"Lake, Alpine","Restrooms, Parking",Out & Back,"A moderate hike to beautiful Snow Lake with alpine scenery and mountain lake views.",https://www.alltrails.com/trail/us/washington/snow-lake-trail
WA_010,Gem Lake,Alpine Lakes Wilderness,"Snoqualmie Pass, WA",Moderate,8.0,4.5,800,4.4,"Lake, Alpine","Restrooms, Parking",Out & Back,"A moderate hike to Gem Lake with alpine terrain and pristine mountain lake setting.",https://www.alltrails.com/trail/us/washington/gem-lake-trail
WA_011,Talapus Lake,Alpine Lakes Wilderness,"Snoqualmie Pass, WA",Easy,4.0,2.0,200,4.2,"Lake, Forest","Restrooms, Parking",Out & Back,"An easy hike to Talapus Lake with forest trail and peaceful mountain lake views.",https://www.alltrails.com/trail/us/washington/talapus-lake-trail
WA_012,Olallie Lake,Alpine Lakes Wilderness,"Snoqualmie Pass, WA",Easy,5.0,2.5,300,4.3,"Lake, Forest","Restrooms, Parking",Out & Back,"An easy to moderate hike to Olallie Lake with forest views and mountain lake setting.",https://www.alltrails.com/trail/us/washington/olallie-lake-trail
WA_013,Pratt Lake,Alpine Lakes Wilderness,"Snoqualmie Pass, WA",Moderate,11.0,5.0,1100,4.4,"Lake, Alpine","Restrooms, Parking",Out & Back,"A moderate to challenging hike to Pratt Lake with alpine terrain and mountain lake views.",https://www.alltrails.com/trail/us/washington/pratt-lake-trail
WA_014,Granite Mountain,Alpine Lakes Wilderness,"Snoqualmie Pass, WA",Hard,8.6,5.0,1000,4.5,"Mountain views, Alpine","Restrooms, Parking",Out & Back,"A challenging hike to Granite Mountain with alpine terrain and panoramic Cascade views.",https://www.alltrails.com/trail/us/washington/granite-mountain-trail
WA_015,Kendall Katwalk,Alpine Lakes Wilderness,"Snoqualmie Pass, WA",Hard,11.0,6.0,1000,4.6,"Mountain views, Alpine","Restrooms, Parking",Out & Back,"A challenging section of the Pacific Crest Trail with alpine terrain and spectacular mountain views.",https://www.alltrails.com/trail/us/washington/kendall-katwalk-trail
WA_016,Commonwealth Basin,Alpine Lakes Wilderness,"Snoqualmie Pass, WA",Moderate,10.0,5.0,1200,4.3,"Alpine, Basin","Restrooms, Parking",Out & Back,"A moderate to challenging hike to Commonwealth Basin with alpine terrain and mountain views.",https://www.alltrails.com/trail/us/washington/commonwealth-basin-trail
WA_017,Red Mountain,Commonwealth Basin,"Snoqualmie Pass, WA",Hard,12.0,6.0,1400,4.4,"Mountain views, Alpine","Restrooms, Parking",Out & Back,"A challenging hike to Red Mountain with alpine terrain and panoramic mountain views.",https://www.alltrails.com/trail/us/washington/red-mountain-trail
WA_018,Annette Lake,Alpine Lakes Wilderness,"Snoqualmie Pass, WA",Easy,7.5,3.0,500,4.4,"Lake, Forest","Restrooms, Parking",Out & Back,"An easy to moderate hike to Annette Lake with forest trail and beautiful mountain lake views.",https://www.alltrails.com/trail/us/washington/annette-lake-trail
WA_019,Asahel Curtis Nature Trail,Mount Baker-Snoqualmie National Forest,"Snoqualmie Pass, WA",Easy,1.2,0.5,50,4.1,"Forest, Nature trail","Restrooms, Parking",Loop,"A short nature loop with interpretive signs and old-growth forest views.",https://www.alltrails.com/trail/us/washington/asahel-curtis-nature-trail
WA_020,Ira Spring Memorial Trail,Mount Baker-Snoqualmie National Forest,"Snoqualmie Pass, WA",Easy,1.0,0.5,100,4.0,"Memorial, Forest","Restrooms, Parking",Loop,"A short memorial trail with forest views and interpretive information.",https://www.alltrails.com/trail/us/washington/ira-spring-memorial-trail
WA_021,Mount Washington,Mount Washington,"North Bend, WA",Hard,8.4,5.0,1000,4.3,"Mountain views, Forest","Parking",Out & Back,"A challenging hike to Mount Washington with forest trails and mountain summit views.",https://www.alltrails.com/trail/us/washington/mount-washington-trail
WA_022,Mailbox Peak,Mailbox Peak,"North Bend, WA",Hard,9.4,5.0,1300,4.2,"Mountain views, Forest","Parking",Out & Back,"A notoriously challenging hike to Mailbox Peak with steep terrain and rewarding summit views.",https://www.alltrails.com/trail/us/washington/mailbox-peak-trail
WA_023,Dirty Box,Mailbox Peak,"North Bend, WA",Hard,5.2,3.0,800,4.1,"Mountain views, Forest","Parking",Out & Back,"A challenging alternative route to Mailbox Peak with steep terrain and mountain views.",https://www.alltrails.com/trail/us/washington/dirty-box-trail
WA_024,Middle Fork Snoqualmie River,Middle Fork Snoqualmie,"North Bend, WA",Easy,7.0,3.0,200,4.3,"River, Forest","Parking",Out & Back,"An easy river walk along the Middle Fork Snoqualmie with forest views and river access.",https://www.alltrails.com/trail/us/washington/middle-fork-snoqualmie-river-trail
WA_025,Goldmyer Hot Springs,Middle Fork Snoqualmie,"North Bend, WA",Moderate,9.0,4.0,400,4.4,"Hot springs, River","Parking",Out & Back,"A moderate hike to natural hot springs along the Middle Fork Snoqualmie River.",https://www.alltrails.com/trail/us/washington/goldmyer-hot-springs-trail
WA_026,Bandera Mountain,Bandera Mountain,"North Bend, WA",Hard,7.0,4.0,900,4.2,"Mountain views, Forest","Parking",Out & Back,"A challenging hike to Bandera Mountain with forest trails and mountain summit views.",https://www.alltrails.com/trail/us/washington/bandera-mountain-trail
WA_027,Mason Lake,Mason Lake,"North Bend, WA",Moderate,6.8,3.5,600,4.3,"Lake, Forest","Parking",Out & Back,"A moderate hike to Mason Lake with forest trail and peaceful mountain lake views.",https://www.alltrails.com/trail/us/washington/mason-lake-trail
WA_028,Ira Spring Trail,Ira Spring Trail,"North Bend, WA",Moderate,7.0,3.5,700,4.2,"Mountain views, Forest","Parking",Out & Back,"A moderate hike on the Ira Spring Trail with forest views and mountain perspectives.",https://www.alltrails.com/trail/us/washington/ira-spring-trail
WA_029,McClellan Butte,McClellan Butte,"North Bend, WA",Hard,9.0,5.0,1100,4.4,"Mountain views, Forest","Parking",Out & Back,"A challenging hike to McClellan Butte with forest trails and panoramic mountain views.",https://www.alltrails.com/trail/us/washington/mcclellan-butte-trail
WA_030,Defiance,Mount Defiance,"North Bend, WA",Hard,11.0,6.0,1200,4.3,"Mountain views, Forest","Parking",Out & Back,"A challenging hike to Mount Defiance with forest trails and expansive mountain views.",https://www.alltrails.com/trail/us/washington/mount-defiance-trail
WA_031,Tiger Mountain,Tiger Mountain State Forest,"Issaquah, WA",Easy,5.0,2.0,400,4.2,"Mountain views, Forest","Restrooms, Parking",Out & Back,"An easy to moderate hike on Tiger Mountain with forest trails and mountain views.",https://www.alltrails.com/trail/us/washington/tiger-mountain-trail
WA_032,Poo Poo Point,Tiger Mountain State Forest,"Issaquah, WA",Moderate,7.4,3.0,500,4.4,"Mountain views, Paragliding","Restrooms, Parking",Out & Back,"A moderate hike to Poo Poo Point with mountain views and paragliding launch site.",https://www.alltrails.com/trail/us/washington/poo-poo-point-trail
WA_033,West Tiger 1,Tiger Mountain State Forest,"Issaquah, WA",Moderate,5.4,2.5,400,4.3,"Mountain views, Forest","Restrooms, Parking",Out & Back,"A moderate hike to West Tiger 1 with forest trail and mountain summit views.",https://www.alltrails.com/trail/us/washington/west-tiger-1-trail
WA_034,West Tiger 2,Tiger Mountain State Forest,"Issaquah, WA",Moderate,6.0,3.0,500,4.2,"Mountain views, Forest","Restrooms, Parking",Out & Back,"A moderate hike to West Tiger 2 with forest views and mountain summit perspectives.",https://www.alltrails.com/trail/us/washington/west-tiger-2-trail
WA_035,West Tiger 3,Tiger Mountain State Forest,"Issaquah, WA",Easy,5.0,2.5,350,4.1,"Mountain views, Forest","Restrooms, Parking",Out & Back,"An easy to moderate hike to West Tiger 3 with forest trail and mountain views.",https://www.alltrails.com/trail/us/washington/west-tiger-3-trail
WA_036,Cable Line Trail,Tiger Mountain State Forest,"Issaquah, WA",Easy,4.0,2.0,300,4.0,"Forest, Historic","Restrooms, Parking",Out & Back,"An easy hike on the historic Cable Line Trail with forest views and logging history.",https://www.alltrails.com/trail/us/washington/cable-line-trail
WA_037,Tiger Mountain Trail,Tiger Mountain State Forest,"Issaquah, WA",Moderate,8.0,4.0,600,4.2,"Mountain views, Forest","Restrooms, Parking",Loop,"A moderate loop on Tiger Mountain with forest trails and multiple summit options.",https://www.alltrails.com/trail/us/washington/tiger-mountain-trail
WA_038,Tradition Lake,Tiger Mountain State Forest,"Issaquah, WA",Easy,3.0,1.5,200,4.1,"Lake, Forest","Restrooms, Parking",Out & Back,"An easy hike to Tradition Lake with forest trail and peaceful lake views.",https://www.alltrails.com/trail/us/washington/tradition-lake-trail
WA_039,Issaquah Alps,Issaquah Alps,"Issaquah, WA",Moderate,12.0,6.0,800,4.3,"Mountain views, Forest","Restrooms, Parking",Point-to-Point,"A moderate traverse of the Issaquah Alps with forest trails and mountain views.",https://www.alltrails.com/trail/us/washington/issaquah-alps-trail
WA_040,Cougar Mountain,Cougar Mountain Regional Wildland Park,"Bellevue, WA",Easy,4.0,2.0,300,4.1,"Mountain views, Forest","Restrooms, Parking",Loop,"An easy loop on Cougar Mountain with forest trails and mountain perspectives.",https://www.alltrails.com/trail/us/washington/cougar-mountain-trail
WA_041,Coal Creek Falls,Coal Creek,"Bellevue, WA",Easy,4.6,2.0,300,4.2,"Waterfall, Creek","Restrooms, Parking",Out & Back,"An easy hike to Coal Creek Falls with forest trail and waterfall destination.",https://www.alltrails.com/trail/us/washington/coal-creek-falls-trail
WA_042,Coal Creek Trail,Coal Creek,"Bellevue, WA",Easy,6.0,2.5,200,4.0,"Creek, Forest","Restrooms, Parking",Out & Back,"An easy creek-side trail with forest views and peaceful water features.",https://www.alltrails.com/trail/us/washington/coal-creek-trail
WA_043,Red Town Trail,Cougar Mountain Regional Wildland Park,"Bellevue, WA",Easy,3.0,1.5,200,4.0,"Forest, Historic","Restrooms, Parking",Loop,"An easy loop with forest views and historic mining remnants.",https://www.alltrails.com/trail/us/washington/red-town-trail
WA_044,Squak Mountain,Squak Mountain State Park,"Issaquah, WA",Easy,4.0,2.0,400,4.1,"Mountain views, Forest","Restrooms, Parking",Out & Back,"An easy hike on Squak Mountain with forest trails and mountain views.",https://www.alltrails.com/trail/us/washington/squak-mountain-trail
WA_045,May Valley Loop,Squak Mountain State Park,"Issaquah, WA",Easy,3.5,1.5,200,4.0,"Valley, Forest","Restrooms, Parking",Loop,"An easy loop through May Valley with forest views and valley perspectives.",https://www.alltrails.com/trail/us/washington/may-valley-loop-trail
WA_046,Rattlesnake Mountain,Rattlesnake Mountain,"North Bend, WA",Hard,11.0,6.0,1100,4.4,"Mountain views, Forest","Parking",Out & Back,"A challenging hike to Rattlesnake Mountain with forest trails and panoramic views.",https://www.alltrails.com/trail/us/washington/rattlesnake-mountain-trail
WA_047,East Peak,Rattlesnake Mountain,"North Bend, WA",Hard,13.0,7.0,1300,4.3,"Mountain views, Forest","Parking",Out & Back,"A challenging extension to East Peak with forest trails and mountain summit views.",https://www.alltrails.com/trail/us/washington/east-peak-trail
WA_048,Grand Ridge Park,Grand Ridge Park,"Issaquah, WA",Easy,3.0,1.5,100,4.0,"Ridge, Forest","Restrooms, Parking",Out & Back,"An easy ridge walk with forest views and peaceful trail setting.",https://www.alltrails.com/trail/us/washington/grand-ridge-park-trail
WA_049,Preston Railroad Trail,Preston Railroad Trail,"Preston, WA",Easy,6.0,2.0,100,4.1,"Historic, Forest","Parking",Out & Back,"An easy trail on historic railroad grade with forest views and historical significance.",https://www.alltrails.com/trail/us/washington/preston-railroad-trail
WA_050,High Point Trail,Preston,"Preston, WA",Easy,2.0,1.0,200,3.9,"Forest, Views","Parking",Out & Back,"An easy hike to a viewpoint with forest trail and elevated perspectives.",https://www.alltrails.com/trail/us/washington/high-point-trail
WA_051,Mount Rainier National Park,Mount Rainier National Park,"Ashford, WA",Hard,93.0,40.0,3000,4.8,"Mountain views, Alpine, Glaciers","Restrooms, Parking, Camping",Point-to-Point,"An extensive network of trails in Mount Rainier National Park with alpine terrain and glacier views.",https://www.alltrails.com/trail/us/washington/mount-rainier-national-park
WA_052,Skyline Trail,Mount Rainier National Park,"Paradise, WA",Moderate,5.5,3.0,400,4.7,"Mountain views, Alpine, Wildflowers","Restrooms, Parking",Loop,"A moderate loop with alpine meadows, wildflowers, and spectacular Mount Rainier views.",https://www.alltrails.com/trail/us/washington/skyline-trail
WA_053,Panorama Point,Mount Rainier National Park,"Paradise, WA",Easy,5.0,2.5,300,4.6,"Mountain views, Alpine","Restrooms, Parking",Out & Back,"An easy hike to Panorama Point with alpine terrain and panoramic mountain views.",https://www.alltrails.com/trail/us/washington/panorama-point-trail
WA_054,Silver Falls,Mount Rainier National Park,"Paradise, WA",Easy,3.0,1.5,200,4.4,"Waterfall, Alpine","Restrooms, Parking",Out & Back,"An easy hike to Silver Falls with alpine terrain and waterfall views.",https://www.alltrails.com/trail/us/washington/silver-falls-trail
WA_055,Comet Falls,Mount Rainier National Park,"Longmire, WA",Moderate,3.8,2.5,300,4.5,"Waterfall, Forest","Restrooms, Parking",Out & Back,"A moderate hike to spectacular Comet Falls with forest trail and waterfall destination.",https://www.alltrails.com/trail/us/washington/comet-falls-trail
WA_056,Narada Falls,Mount Rainier National Park,"Paradise, WA",Easy,0.2,0.1,50,4.3,"Waterfall, Alpine","Restrooms, Parking",Out & Back,"A very short walk to Narada Falls with alpine setting and waterfall views.",https://www.alltrails.com/trail/us/washington/narada-falls-trail
WA_057,Christine Falls,Mount Rainier National Park,"Paradise, WA",Easy,0.5,0.2,30,4.2,"Waterfall, Bridge","Restrooms, Parking",Out & Back,"A short walk to Christine Falls with stone bridge and waterfall views.",https://www.alltrails.com/trail/us/washington/christine-falls-trail
WA_058,Bench Lake,Mount Rainier National Park,"Paradise, WA",Moderate,2.5,1.5,200,4.4,"Lake, Alpine","Restrooms, Parking",Out & Back,"A moderate hike to Bench Lake with alpine terrain and mountain lake views.",https://www.alltrails.com/trail/us/washington/bench-lake-trail
WA_059,Tolmie Peak,Mount Rainier National Park,"Mowich Lake, WA",Moderate,6.5,3.0,500,4.5,"Mountain views, Alpine, Lake","Restrooms, Parking",Out & Back,"A moderate hike to Tolmie Peak with alpine terrain and spectacular Mount Rainier views.",https://www.alltrails.com/trail/us/washington/tolmie-peak-trail
WA_060,Spray Park,Mount Rainier National Park,"Mowich Lake, WA",Moderate,8.0,4.0,600,4.6,"Alpine, Wildflowers","Restrooms, Parking",Out & Back,"A moderate hike to Spray Park with alpine meadows and wildflower displays.",https://www.alltrails.com/trail/us/washington/spray-park-trail
WA_061,Eunice Lake,Mount Rainier National Park,"Mowich Lake, WA",Easy,2.8,1.5,100,4.3,"Lake, Alpine","Restrooms, Parking",Out & Back,"An easy hike to Eunice Lake with alpine terrain and peaceful mountain lake views.",https://www.alltrails.com/trail/us/washington/eunice-lake-trail
WA_062,Carbon River Trail,Mount Rainier National Park,"Carbon River, WA",Easy,8.0,3.0,200,4.2,"River, Forest","Restrooms, Parking",Out & Back,"An easy river trail with forest views and access to Carbon Glacier.",https://www.alltrails.com/trail/us/washington/carbon-river-trail
WA_063,Green Lake,Mount Rainier National Park,"Carbon River, WA",Moderate,5.0,2.5,400,4.4,"Lake, Forest","Restrooms, Parking",Out & Back,"A moderate hike to Green Lake with forest trail and mountain lake views.",https://www.alltrails.com/trail/us/washington/green-lake-trail
WA_064,Naches Peak Loop,Mount Rainier National Park,"Chinook Pass, WA",Easy,3.5,2.0,200,4.5,"Mountain views, Alpine, Loop","Restrooms, Parking",Loop,"An easy loop with alpine terrain and spectacular Mount Rainier views.",https://www.alltrails.com/trail/us/washington/naches-peak-loop-trail
WA_065,Tipsoo Lake,Mount Rainier National Park,"Chinook Pass, WA",Easy,0.5,0.2,20,4.4,"Lake, Alpine","Restrooms, Parking",Loop,"A very short loop around Tipsoo Lake with alpine setting and mountain views.",https://www.alltrails.com/trail/us/washington/tipsoo-lake-trail
WA_066,Crystal Lake,Mount Rainier National Park,"Crystal Mountain, WA",Easy,6.0,3.0,700,4.3,"Lake, Alpine","Restrooms, Parking",Out & Back,"An easy to moderate hike to Crystal Lake with alpine terrain and mountain lake views.",https://www.alltrails.com/trail/us/washington/crystal-lake-trail
WA_067,Mount Fremont Lookout,Mount Rainier National Park,"Sunrise, WA",Easy,5.6,2.5,200,4.5,"Mountain views, Lookout","Restrooms, Parking",Out & Back,"An easy hike to Mount Fremont Lookout with alpine terrain and panoramic views.",https://www.alltrails.com/trail/us/washington/mount-fremont-lookout-trail
WA_068,Sunrise Rim Trail,Mount Rainier National Park,"Sunrise, WA",Easy,1.5,0.8,100,4.4,"Mountain views, Alpine","Restrooms, Parking",Loop,"An easy loop with alpine terrain and spectacular Mount Rainier views.",https://www.alltrails.com/trail/us/washington/sunrise-rim-trail
WA_069,Sourdough Ridge,Mount Rainier National Park,"Sunrise, WA",Easy,4.0,2.0,300,4.3,"Mountain views, Alpine","Restrooms, Parking",Out & Back,"An easy hike on Sourdough Ridge with alpine terrain and mountain views.",https://www.alltrails.com/trail/us/washington/sourdough-ridge-trail
WA_070,Burroughs Mountain,Mount Rainier National Park,"Sunrise, WA",Moderate,5.0,3.0,400,4.6,"Mountain views, Alpine","Restrooms, Parking",Out & Back,"A moderate hike to Burroughs Mountain with alpine terrain and close-up Mount Rainier views.",https://www.alltrails.com/trail/us/washington/burroughs-mountain-trail
WA_071,Emmons Vista,Mount Rainier National Park,"Sunrise, WA",Easy,1.0,0.5,50,4.2,"Mountain views, Glacier","Restrooms, Parking",Out & Back,"A short walk to Emmons Vista with views of Emmons Glacier and Mount Rainier.",https://www.alltrails.com/trail/us/washington/emmons-vista-trail
WA_072,Glacier Basin,Mount Rainier National Park,"White River, WA",Easy,7.0,3.0,400,4.4,"Mountain views, Basin","Restrooms, Parking",Out & Back,"An easy hike to Glacier Basin with alpine terrain and mountain views.",https://www.alltrails.com/trail/us/washington/glacier-basin-trail
WA_073,Summerland,Mount Rainier National Park,"White River, WA",Moderate,8.5,4.0,600,4.5,"Alpine, Wildflowers","Restrooms, Parking",Out & Back,"A moderate hike to Summerland with alpine meadows and wildflower displays.",https://www.alltrails.com/trail/us/washington/summerland-trail
WA_074,Box Canyon,Mount Rainier National Park,"Stevens Canyon, WA",Easy,0.3,0.1,30,4.1,"Canyon, Bridge","Restrooms, Parking",Out & Back,"A very short walk to Box Canyon with canyon views and bridge crossing.",https://www.alltrails.com/trail/us/washington/box-canyon-trail
WA_075,Grove of the Patriarchs,Mount Rainier National Park,"Stevens Canyon, WA",Easy,1.5,0.8,50,4.6,"Old growth, Bridge","Restrooms, Parking",Out & Back,"An easy hike to ancient old-growth forest with suspension bridge and giant trees.",https://www.alltrails.com/trail/us/washington/grove-of-the-patriarchs-trail
WA_076,Silver Creek Trail,Mount Rainier National Park,"Stevens Canyon, WA",Easy,6.0,3.0,300,4.2,"Creek, Forest","Restrooms, Parking",Out & Back,"An easy creek-side trail with forest views and peaceful water features.",https://www.alltrails.com/trail/us/washington/silver-creek-trail
WA_077,Reflection Lakes,Mount Rainier National Park,"Stevens Canyon, WA",Easy,0.5,0.2,20,4.5,"Lake, Reflection","Restrooms, Parking",Out & Back,"A very short walk to Reflection Lakes with mountain reflections and alpine setting.",https://www.alltrails.com/trail/us/washington/reflection-lakes-trail
WA_078,Louise Lake,Mount Rainier National Park,"Stevens Canyon, WA",Easy,2.5,1.2,100,4.3,"Lake, Alpine","Restrooms, Parking",Out & Back,"An easy hike to Louise Lake with alpine terrain and mountain lake views.",https://www.alltrails.com/trail/us/washington/louise-lake-trail
WA_079,Pinnacle Peak,Mount Rainier National Park,"Paradise, WA",Moderate,2.5,1.5,300,4.4,"Mountain views, Alpine","Restrooms, Parking",Out & Back,"A moderate hike to Pinnacle Peak with alpine terrain and panoramic views.",https://www.alltrails.com/trail/us/washington/pinnacle-peak-trail
WA_080,Plummer Peak,Mount Rainier National Park,"Paradise, WA",Hard,4.0,3.0,500,4.3,"Mountain views, Alpine","Restrooms, Parking",Out & Back,"A challenging hike to Plummer Peak with alpine terrain and mountain summit views.",https://www.alltrails.com/trail/us/washington/plummer-peak-trail
WA_081,Eagle Peak,Mount Rainier National Park,"Longmire, WA",Hard,7.0,4.0,800,4.2,"Mountain views, Forest","Restrooms, Parking",Out & Back,"A challenging hike to Eagle Peak with forest trails and mountain summit views.",https://www.alltrails.com/trail/us/washington/eagle-peak-trail
WA_082,Rampart Ridge,Mount Rainier National Park,"Longmire, WA",Easy,4.6,2.0,300,4.3,"Ridge, Forest","Restrooms, Parking",Loop,"An easy loop on Rampart Ridge with forest views and elevated perspectives.",https://www.alltrails.com/trail/us/washington/rampart-ridge-trail
WA_083,Trail of the Shadows,Mount Rainier National Park,"Longmire, WA",Easy,0.7,0.3,30,4.1,"Historic, Nature","Restrooms, Parking",Loop,"A short nature loop with historic cabins and interpretive displays.",https://www.alltrails.com/trail/us/washington/trail-of-the-shadows
WA_084,Second Beach Trail,Olympic National Park,"Olympic Peninsula, WA",Easy,1.4,0.8,100,4.7,"Beach, Ocean","Restrooms, Parking",Out & Back,"An easy hike to Second Beach with coastal forest and spectacular ocean views.",https://www.alltrails.com/trail/us/washington/second-beach-trail
WA_085,Third Beach Trail,Olympic National Park,"Olympic Peninsula, WA",Easy,2.8,1.5,200,4.6,"Beach, Ocean","Restrooms, Parking",Out & Back,"An easy hike to Third Beach with coastal forest and pristine ocean beach.",https://www.alltrails.com/trail/us/washington/third-beach-trail
WA_086,Shi Shi Beach Trail,Olympic National Park,"Olympic Peninsula, WA",Moderate,8.0,4.0,300,4.5,"Beach, Ocean","Restrooms, Parking",Out & Back,"A moderate hike to remote Shi Shi Beach with coastal terrain and ocean views.",https://www.alltrails.com/trail/us/washington/shi-shi-beach-trail
WA_087,Lake Crescent Trail,Olympic National Park,"Olympic Peninsula, WA",Easy,4.0,2.0,100,4.4,"Lake, Forest","Restrooms, Parking",Out & Back,"An easy lakeside trail with forest views and crystal-clear lake setting.",https://www.alltrails.com/trail/us/washington/lake-crescent-trail
WA_088,Lena Lake Trail,Olympic National Forest,"Olympic Peninsula, WA",Easy,6.0,3.0,400,4.3,"Lake, Forest","Restrooms, Parking",Out & Back,"An easy to moderate hike to Lena Lake with forest trail and mountain lake views.",https://www.alltrails.com/trail/us/washington/lena-lake-trail